id	name	type
7F4EB02D	Simple estimators for relational Bayesian classifiers	paper
7EF1ABFE	Mining Data Streams with Labeled and Unlabeled Training Examples	paper
7F4BADE0	Generating an informative cover for association rules	paper
7FDF9060	Transductive Component Analysis	paper
7EF9EEFA	Reducing UK-Means to K-Means	paper
802D3584	Getting the Most Out of Ensemble Selection	paper
7E9C9A1C	Mining motifs in massive time series databases	paper
6DB5F201	Time series segmentation for context recognition in mobile devices	paper
7D4237E7	Association analysis with one scan of databases	paper
81343169	CMAR: accurate and efficient classification based on multiple class-association rules	paper
802E2E90	Video2Text: Learning to Annotate Video Content	paper
8114E986	Scaling up Classifiers to Cloud Computers	paper
7FBE67E4	Document-Word Co-regularization for Semi-supervised Sentiment Analysis	paper
7E3394EF	Bayesian Co-clustering	paper
7E6F0D32	Non-redundant Multi-view Clustering via Orthogonalization	paper
809C9EEA	Metropolis Algorithms for Representative Subgraph Sampling	paper
8134474F	Non-negative Matrix Factorization on Manifold	paper
5F8386C8	Dynamic classifier selection for effective mining from noisy data streams	paper
815FA67B	A Feature Selection and Evaluation Scheme for Computer Virus Detection	paper
7F795E8F	Efficiently mining maximal frequent itemsets	paper
7E9C88FE	One-Class Collaborative Filtering	paper
7D8F8834	Recommending Social Events from Mobile Phone Location Data	paper
7DA9A9A0	Incremental support vector machine construction	paper
80BE25AD	Cluster merging and splitting in hierarchical clustering algorithms	paper
816288D5	COALA: A Novel Approach for the Extraction of an Alternate Clustering of High Quality and High Dissimilarity	paper
80D160EB	Speculative Markov blanket discovery for optimal feature selection	paper
7E4C6FAC	Lazy Associative Classification	paper
7DC02CA7	INSCY: Indexing Subspace Clusters with In-Process-Removal of Redundancy	paper
7D7F8A42	HOT SAX: efficiently finding the most unusual time series subsequence	paper
807BB64A	Adaptive and resource-aware mining of frequent sets	paper
7FFB8C0B	Learning rules for anomaly detection of hostile network traffic	paper
7FFCFED7	Shortest-path kernels on graphs	paper
7DA6CE8C	Preparations for semantics-based XML mining	paper
7E946E29	Towards automatic generation of query taxonomy: a hierarchical query clustering approach	paper
7D6A10BE	Adaptive parallel sentences mining from web bilingual news collection	paper
5CE75DF8	Test-cost sensitive naive Bayes classification	paper
7F914D98	Supervised Link Prediction Using Multiple Sources	paper
7DCDD7A8	On-line LDA: Adaptive Topic Models for Mining Text Streams with Applications to Topic Detection and Tracking	paper
7DBBA87E	Latent Dirichlet Co-Clustering	paper
802FB8CB	Accurate Estimation of the Degree Distribution of Private Networks	paper
5B9D5DA0	Clustering of time series subsequences is meaningless: implications for previous and future research	paper
81272861	Classification with degree of membership: a fuzzy approach	paper
5B81BB30	Frequent sub-structure-based approaches for classifying chemical compounds	paper
803B97EF	Designing for collaborative creative problem solving	paper
795CE6B8	The bandwagon effect of collaborative filtering technology	paper
7D8E56A7	Feature congestion: a measure of display clutter	paper
7DFCE57E	A predictive model of menu performance	paper
77A22ED3	Non-isomorphic 3D rotational techniques	paper
78166497	How does Fitts' law fit pointing and dragging?	paper
80CF0BDC	What would other programmers do: suggesting solutions to error messages	paper
7A10D4CA	Cognitive modeling reveals menu search in both random and systematic	paper
75932F56	Embedding computer-based critics in the contexts of design	paper
7B4E4FB2	Toward automatic generation of novice user test scripts	paper
7E7A363A	Alphabetically constrained keypad designs for text entry on mobile devices	paper
7FAD6B7E	Opinion space: a scalable tool for browsing online comments	paper
81187A5C	An interface for creating and manipulating curves using a high degree-of-freedom curve input device	paper
77F07F1B	Eye tracking the visual search of click-down menus	paper
778981BC	Out of many, one: reliable results from unreliable recognition	paper
7B919D7B	Gesture recognition using recurrent neural networks	paper
7E9BD7B8	Predicting tie strength with social media	paper
77A04E5D	Awareness driven video quality of service in collaborative virtual environments	paper
810E2DA8	Friends and foes: ideological social networking	paper
7E9A79F8	The impact of avatar realism and eye gaze control on perceived quality of communication in a shared immersive virtual environment	paper
81616128	Examining the robustness of sensor-based statistical models of human interruptibility	paper
7E468F27	Think different: increasing online community participation using uniqueness and group dissimilarity	paper
806DCD3F	InkSeine: In Situ search for active note taking	paper
777A2F16	Inferring intent in eye-based interfaces: tracing eye movements with process models	paper
7A8DA075	Activity-based serendipitous recommendations with the Magitti mobile leisure guide	paper
7710FB86	Large display research overview	paper
783EC998	Simple cognitive modeling in a complex cognitive architecture	paper
75C59F53	Multimodal interfaces for dynamic interactive maps	paper
7CCC22E0	He says, she says: conflict and coordination in Wikipedia	paper
7A45BA66	Stereophonic and surface sound generation for exploratory data analysis	paper
781CE9EB	Adaptive information search: age-dependent interactions between cognitive profiles and strategies	paper
7D7E045F	Predicting human interruptibility with sensors: a Wizard of Oz feasibility study	paper
7F32C440	A continuous and objective evaluation of emotional experience with interactive play environments	paper
7579515F	Facile 3D direct manipulation	paper
7F84A276	Looking at, looking up or keeping up with people?: motives and use of facebook	paper
7E9EBD3C	CueFlik: interactive concept learning in image search	paper
7D5EFF50	Automating CPM-GOMS	paper
7F57A8B3	Visual tracking for multimodal human computer interaction	paper
7D683607	Tool for accurately predicting website navigation problems, non-problems, problem severity, and effectiveness of repairs	paper
7ED9A48D	Matchin: eliciting user preferences with an online game	paper
7BF9AE74	T-Cube: a fast, self-disclosing pen-based alphabet	paper
7E0EE924	Interaction criticism: a proposal and framework for a new discipline of hci	paper
7E082088	Semantically structured tag clouds: an empirical evaluation of clustered presentation approaches	paper
7D6D79C9	Feasibility and pragmatics of classifying working memory load with an electroencephalograph	paper
77104C62	Motivating participation by displaying the value of contribution	paper
8116970D	prefuse: a toolkit for interactive information visualization	paper
77625499	Sources of structure in sensemaking	paper
814AF434	Experience sampling for building predictive user models: a comparative study	paper
7F5AEB07	Make new friends, but keep the old: recommending people on social networking sites	paper
796A26A8	Interactive simulation in a multi-person virtual world	paper
7F566F20	Mental representations of programs by novices and experts	paper
810A8DC6	Symmetric bimanual interaction	paper
79657FFC	Encapsulating knowledge for intelligent automatic interaction objects selection	paper
77781AF6	Quantifying coordination in multiple DOF movement and its application to evaluating 6 DOF input devices	paper
7ABD252C	Principles of mixed-initiative user interfaces	paper
7EA59625	The influence of muscle groups on performance of multiple degree-of-freedom input	paper
7AC9CB12	Modeling and understanding students' off-task behavior in intelligent tutoring systems	paper
7F7BEB13	Coordination in collective intelligence: the role of team structure and task interdependence	paper
7761BF3E	Full-time wearable headphone-type gaze detector	paper
8127A275	A generic platform for addressing the multimodal challenge	paper
7F42AAC2	Computational models of information scent-following in a very large browsable text collection	paper
80587BD9	Examining task engagement in sensor-based statistical models of human interruptibility	paper
7BF115A5	Toolkit support for developing and deploying sensor-based statistical models of human situations	paper
7C8C4138	The role of transparency in recommender systems	paper
79D87EF7	Cognitive modeling demonstrates how people use anticipated location knowledge of menu items	paper
816ADD55	Visual similarity of pen gestures	paper
7F94B773	Tangible progress: less is more in Somewire audio spaces	paper
7F31B8DE	Using linguistic features to measure presence in computer-mediated communication	paper
80098B06	A two-ball mouse affords three degrees of freedom	paper
8119B8A8	How power users help and hinder open bug reporting	paper
7E53EF14	The performance of touch screen soft buttons	paper
79258C1F	Cooperative bimanual action	paper
7DC28AC6	"Off-task behavior in the cognitive tutor classroom: when students ""game the system"""	paper
803989B3	Attention-based design of augmented reality interfaces	paper
7C1A7C15	A method to standardize usability metrics into a single score	paper
80F0A1A0	Quantifying the effect of user interface design features on cyberstore traffic and sales	paper
771AF8A7	A goal-oriented web browser	paper
7FA9D78A	Control menus: excecution and control in a single interactor	paper
7B3888A6	Accounting for taste: using profile similarity to improve recommender systems	paper
7FF0706B	Clipping lists and change borders: improving multitasking efficiency with peripheral information design	paper
781046FD	Scale effects in steering law tasks	paper
8080206A	The scent of a site: a system for analyzing and predicting information scent, usage, and usability of a Web site	paper
782E80B9	Appropriateness of foot interaction for non-accurate spatial tasks	paper
757A6EA0	The Rockin'Mouse: integral 3D manipulation on a plane	paper
8136218D	How to personalize the Web	paper
7F3D2D02	The cubic mouse: a new device for three-dimensional input	paper
7C1EE209	'Helpfulness' in online communities: a measure of message quality	paper
7740BC54	Measuring the allocation of control in a 6 degree-of-freedom docking experiment	paper
79D11B64	Bringing order to the Web: automatically categorizing search results	paper
7FBB8805	MySong: automatic accompaniment generation for vocal melodies	paper
79EAB489	New graphical reasoning models for understanding graphical interfaces	paper
7D539823	From single-user architectural design to PAC*: a generic software architecture model for CSCW	paper
7D7F9234	An error model for pointing based on Fitts' law	paper
7F85CEFD	An observational study of how objects support engineering design thinking and communication: implications for the design of tangible media	paper
772ECC45	Learning where to look: location learning in graphical user interfaces	paper
79408258	Predicting task execution time on handheld devices using the keystroke-level model	paper
770F2201	TNT: a numeric keypad based text input method	paper
7B4F9B2E	Cognitive strategies and eye movements for searching hierarchical computer displays	paper
7ED36DF0	Short and tweet: experiments on recommending content from information streams	paper
7FDF1B02	Exertion interfaces: sports over a distance for social bonding and fun	paper
7ECA06C1	Finding and visualizing inter-site clan graphs	paper
7C55128F	Life, death, and lawfulness on the electronic frontier	paper
8112D208	Reaching movements to augmented and graphic objects in virtual environments	paper
80A66F7F	Beyond Fitts' law: models for trajectory-based HCI tasks	paper
80C4DD03	Support for context-aware intelligibility and control	paper
7D08AE3B	Findex: search result categories help users when document ranking fails	paper
7613AC6E	The role of contextual haptic and visual constraints on object manipulation in virtual environments	paper
76678F86	Recommending collaboration with social networks: a comparative evaluation	paper
77871CB7	Design influence on social play in distributed exertion games	paper
762D33C4	MicroRolls: expanding touch-screen input vocabulary by distinguishing rolls vs. slides of the thumb	paper
7F175671	Experimental analysis of mode switching techniques in pen-based user interfaces	paper
7EC85489	EnsembleMatrix: interactive visualization to support machine learning with multiple classifiers	paper
7E9EAA7F	Indirect mappings of multi-touch input using one and two hands	paper
804CF880	Demonstrating the feasibility of using forearm electromyography for muscle-computer interfaces	paper
7EB9C656	Facts or friends?: distinguishing informational and conversational questions in social Q&A sites	paper
7F642DB8	Communication chains and multitasking	paper
7FADC681	Edit wear and read wear	paper
7902463C	Toward a unified theory of the multitasking continuum: from concurrent performance to task switching, interruption, and resumption	paper
771B1C55	Correlations among prototypical usability metrics: evidence for the construct of usability	paper
80855288	Activity sensing in the wild: a field trial of ubifit garden	paper
7A2B7F0D	Being accurate is not enough: how accuracy metrics have hurt recommender systems	paper
78050442	Pointing the way: active collaborative filtering	paper
7EFB84D7	Prominence-interpretation theory: explaining how people assess credibility online	paper
7908A000	Navigation as multiscale pointing: extending Fitts' model to very high precision tasks	paper
76523D61	Focus on driving: how cognitive constraints shape the adaptation of strategy when dialing while driving	paper
7EAAD47F	A design tool for camera-based interaction	paper
7D236B1C	A mathematical model of the finding of usability problems	paper
7E25015A	Is seeing believing?: how recommender system interfaces affect users' opinions	paper
7E0EF52D	Mondrian: a teachable graphical editor	paper
7A038FB5	Understanding how bloggers feel: recognizing affect in blog posts	paper
795A69A8	Cheese: tracking mouse movement activity on websites, a tool for user modeling	paper
78F932C0	AROMA: abstract representation of presence supporting mutual awareness	paper
7CEE1E0D	Picbreeder: evolving pictures collaboratively online	paper
80A4003E	TileBars: visualization of term distribution information in full text information access	paper
8065D69D	Why and why not explanations improve the intelligibility of context-aware intelligent systems	paper
7F616EA7	Designing social presence of social actors in human computer interaction	paper
77B6F703	The GlobeFish and the GlobeMouse: two new six degree of freedom input devices for graphics applications	paper
7911EECB	Acquiring in situ training data for context-aware ubiquitous computing applications	paper
7ADB8369	Finding others online: reputation systems for social online spaces	paper
7E517A56	Shared reality: physical collaboration with a virtual peer	paper
77F97538	Extensions of GOMS analyses to expert performance requiring perception of dynamic visual and auditory information	paper
7A187CE2	Pinwheels: visualizing information flow in an architectural space	paper
815B982A	Intelligent gaze-added interfaces	paper
783C03F4	Integrating culture into interface design	paper
77A1E622	Measuring emotional valence during interactive experiences: boys at video game play	paper
7F54A97A	Detecting professional versus personal closeness using an enterprise social network site	paper
7C9B7C52	Diffusing information in organizational settings: learning from experience	paper
77DC8185	Making sense of strangers' expertise from signals in digital artifacts	paper
7F2A8F0D	Shorthand writing on stylus keyboard	paper
80A08FE5	Videography for telepresentations	paper
80F858F6	Users' conceptions of web security: a comparative study	paper
7A2B8151	Testing web sites: five users is nowhere near enough	paper
7BA2F1C1	Browser-Soar: a computational model of a highly interactive task	paper
7E21741B	Designing for or designing with? Informant design for interactive learning environments	paper
7EA2B2D5	Social information filtering: algorithms for automating “word of mouth”	paper
7C561D22	Social navigation of food recipes	paper
80604EC9	Modeling human performance of pen stroke gestures	paper
7CBA6320	A performance model of system delay and user strategy selection	paper
7660D372	Unvoiced speech recognition using EMG - mime speech recognition	paper
7EF877AD	Model-based evaluation of cell phone menu interaction	paper
774318DC	A design space for multimodal systems: concurrent processing and data fusion	paper
803A05A6	Melange: space folding for multi-focus interaction	paper
814F3E2D	Mobile phones and paper documents: evaluating a new approach for capturing microfinance data in rural India	paper
7B965FA8	Quantifying interpersonal influence in face-to-face conversations based on visual attention patterns	paper
77D58321	A computational model of skilled use of a graphical user interface	paper
7CC26AC5	The structure of object transportation and orientation in human-computer interaction	paper
7B211FD3	Time based patterns in mobile-internet surfing	paper
788E24C2	MMM2: mobile media metadata for media sharing	paper
75362029	A user input and analysis tool for information architecture	paper
77E15F2A	Cognitive walkthrough for the web	paper
794CDD1D	Predictive human performance modeling made easy	paper
7A4B78F0	Agents to assist in finding help	paper
808C1C34	Performance differences in the fingers, wrist, and forearm in computer input control	paper
7871D49B	Touch-typing with a stylus	paper
7DA5451C	Signpost from the masses: learning effects in an exploratory social tag search browser	paper
814FF41A	XWand: UI for intelligent spaces	paper
7EB6BC06	The design and evaluation of a high-performance soft keyboard	paper
79C365F3	Living laboratories: the future computing environments group at the Georgia Institute of Technology	paper
7E747F9D	Exploring the use of tangible user interfaces for human-robot interaction: a comparative study	paper
7874AE20	Separating the swarm: categorization methods for user sessions on the web	paper
7EB77415	Reflowing digital ink annotations	paper
7E84CEE6	Responsiveness in instant messaging: predictive models supporting inter-personal communication	paper
7EF30392	Predicting the effects of in-car interfaces on driver behavior using a cognitive architecture	paper
8154B9F1	Distract-R: rapid prototyping and evaluation of in-vehicle interfaces	paper
7E094AEF	Making recommendations better: an analytic model for human-recommender interaction	paper
80AF3BB8	Glimpse: a novel input model for multi-level devices	paper
7FC686A2	A cognitive model for the perception and understanding of graphs	paper
7C4C3696	ManyNets: an interface for multiple network analysis and visualization	paper
7E9F75AE	Using haptics in computer interfaces for blind people	paper
806E24A5	Scatter/gather browsing communicates the topic structure of a very large text collection	paper
7FCDE999	Bridging strategies for VR-based learning	paper
7A6645AE	Slash(dot) and burn: distributed moderation in a large online conversation space	paper
7A392A14	The precis of Project Ernestine or an overview of a validation of GOMS	paper
75F0CADA	The bloodhound project: automating discovery of web usability issues using the InfoScentπ simulator	paper
7BEB8AAB	ARGOS: a display system for augmenting reality	paper
7FF17DBC	Protractor: a fast and accurate gesture recognizer	paper
7C66098F	How it works: a field study of non-technical users interacting with an intelligent system	paper
8167C15E	Tapping vs. circling selections on pen-based devices: evidence for different performance-shaping factors	paper
76772AEA	Optical computing for fast light transport analysis	paper
799C3162	Upright orientation of man-made objects	paper
7C2D2808	Efficient synthesis of physically valid human motion	paper
79D08CEA	Stochastic simplification of aggregate detail	paper
7F1D0EDC	Improved seam carving for video retargeting	paper
7A113269	Embedded deformation for shape manipulation	paper
799FBA12	An efficient GPU-based approach for interactive global illumination	paper
7B03D0C2	Example-based wrinkle synthesis for clothing animation	paper
7C5F77D6	Automatic generation of destination maps	paper
7F4052F6	Photo clip art	paper
76BAA0EF	Motion synthesis from annotations	paper
76C2A4DC	Image vectorization using optimized gradient meshes	paper
7665491A	VisualIDs: automatic distinctive icons for desktop interfaces	paper
7A7753DC	Adaptive dynamics of articulated bodies	paper
78EA114F	Efficient content-based retrieval of motion capture data	paper
79C90322	Modeling spatial and temporal variation in motion data	paper
7A7896DF	Real-time enveloping with rotational regression	paper
7ABA1BE4	As-rigid-as-possible shape manipulation	paper
7BB73B98	Real-Time subspace integration for St. Venant-Kirchhoff deformable models	paper
7A14CCCD	Adaptive grid-based document layout	paper
75C5458E	Video SnapCut: robust video object cutout using localized classifiers	paper
7675CB90	Continuation methods for adapting simulated skills	paper
7A735EB3	Global non-rigid alignment of 3-D scans	paper
77724949	Automatic and topology-preserving gradient mesh generation for image vectorization	paper
7630BE35	Performance animation from low-dimensional control signals	paper
761E3E29	Content-preserving warps for 3D video stabilization	paper
7BFB5CD1	A multi-resolution approach to heat kernels on discrete surfaces	paper
7B0B2DD9	Deformable object animation using reduced optimal control	paper
76C07FB2	Real-time control of physically based simulations using gentle forces	paper
753D879B	Responsive characters from motion fragments	paper
794C5A45	Real-time prosody-driven synthesis of body language	paper
7AAD8160	Image-based skin color and texture analysis/synthesis by extracting hemoglobin and melanin information in the skin	paper
79962277	A compact factored representation of heterogeneous subsurface scattering	paper
76E0FEFF	Diffusion maps for edge-aware image editing	paper
76DD91B7	Partial intrinsic reflectional symmetry of 3D shapes	paper
75A83573	Action synopsis: pose selection and illustration	paper
7D920D3D	Learning 3D mesh segmentation and labeling	paper
75E3ECD0	Constraint-based motion optimization using a statistical dynamic model	paper
784E00BD	Seam carving for content-aware image resizing	paper
7A9D8D9D	Finding paths through the world's photos	paper
7BBDA03F	Many-worlds browsing for control of multibody dynamics	paper
7A73B955	Group motion editing	paper
75389224	A data-driven approach to quantifying natural human motion	paper
7835808D	Mesh-based inverse kinematics	paper
7D9023A5	Clustered principal components for precomputed radiance transfer	paper
7AC14415	Robust task-based control policies for physics-based characters	paper
75DC4C3E	Computer-generated residential building layouts	paper
76021A2E	Appearance-space texture synthesis	paper
7ACC4384	Partial and approximate symmetry detection for 3D geometry	paper
7BFA6849	Multi-operator media retargeting	paper
7A49EE22	The influence of shape on the perception of material reflectance	paper
773E730F	Real-time smoke rendering using compensated ray marching	paper
76CC9B8B	PatchMatch: a randomized correspondence algorithm for structural image editing	paper
7848AB29	A synthetic-vision based steering approach for crowd simulation	paper
78746A58	Aggregate dynamics for dense crowd simulation	paper
7966574A	All-frequency precomputed radiance transfer using spherical radial basis functions and clustered tensor approximation	paper
7FB14EBA	Large mesh deformation using the volumetric graph Laplacian	paper
7A0113B5	Interactive design of urban spaces using geometrical and behavioral modeling	paper
79229639	Brook for GPUs: stream computing on graphics hardware	paper
7E6B8F3A	Inverse shade trees for non-parametric material representation and editing	paper
7F5421CB	Adaptively sampled particle fluids	paper
7AB29635	Robust moving least-squares fitting with sharp features	paper
7DEACA9A	Style translation for human motion	paper
7BD88377	Graphcut textures: image and video synthesis using graph cuts	paper
7DC91B70	Practical motion capture in everyday surroundings	paper
788D65B5	Locally adapted hierarchical basis preconditioning	paper
80CE2A89	Hierarchical mesh decomposition using fuzzy clustering and cuts	paper
7937F8D9	Data-driven enhancement of facial attractiveness	paper
80D9D4F8	Heads up!: biomechanical modeling and neuromuscular control of the neck	paper
7BAF736D	Reliefs as images	paper
762A405C	Obscuring length changes during animated motion	paper
77D24650	Wang Tiles for image and texture generation	paper
799E9648	Dynamic shape capture using multi-view photometric stereo	paper
8080634C	Simulating multiple scattering in hair using a photon mapping approach	paper
78E082DB	Progressive photon mapping	paper
7844A844	Data-driven suggestions for creativity support in 3D modeling	paper
7A5594E7	Compression of motion capture databases	paper
7A5A2833	Skinning mesh animations	paper
7C4F5FA9	Detail preserving shape deformation in image editing	paper
76C7E194	Active refocusing of images and videos	paper
7546D816	Texture optimization for example-based synthesis	paper
7ED6C104	Automated learning of muscle-actuated locomotion through control abstraction	paper
811C4EFA	Artificial reality with force-feedback: development of desktop virtual space with compact master manipulator	paper
7F229643	Real-time robot motion planning using rasterizing computer graphics hardware	paper
7A3793FD	Artificial evolution for computer graphics	paper
7679FF41	Interactive spacetime control for animation	paper
81570760	Interval analysis for computer graphics	paper
778C9AB0	Deformable curve and surface finite-elements for free-form shape design	paper
7DB31F83	Simple and efficient compression of animation sequences	paper
7D6BA316	Segment-based human motion compression	paper
7B9ACB70	A point-based method for animating incompressible flow	paper
7F9CA969	PLEdestrians: a least-effort approach to crowd simulation	paper
80887D53	Vision-based control of 3D facial animation	paper
7830230F	The beam radiance estimate for volumetric photon mapping	paper
762A2543	Priority rendering with a virtual reality address recalculation pipeline	paper
7FDCD23A	Surface light fields for 3D photography	paper
7B498384	Constellation: a wide-range wireless motion-tracking system for augmented reality and virtual set applications	paper
80F2FF3A	Composable controllers for physics-based character animation	paper
760A7158	SCAAT: incremental tracking with incomplete information	paper
79258206	Illustrating surface shape in volume data via principal direction-driven 3D line integral convolution	paper
7F7F21B8	Linear-time dynamics using Lagrange multipliers	paper
7806526F	A model for efficient and flexible image computing	paper
7C2DE318	Motion signal processing	paper
79C96822	View-dependent simplification of arbitrary polygonal environments	paper
77111684	FootSee: an interactive animation system	paper
790B5650	Multi-color and artistic dithering	paper
778FFACC	Live paint: painting with procedural multiscale textures	paper
7D5A71BA	Planning collision-free reaching motions for interactive object manipulation and grasping	paper
7D6D485B	Consistent mesh parameterizations	paper
76E129D9	Loose and sketchy animation	paper
7B3DEDFA	Reconstructing surfaces of particle-based fluids using anisotropic kernels	paper
7B820019	Hardware support for adaptive subdivision surface rendering	paper
7B5F3FE0	Big fast crowds on PS3	paper
75D2BD3A	Perception-guided global illumination solution for animation rendering	paper
7ADEBC17	Reflection vector shading hardware	paper
7DC62D2B	NeuroAnimator: fast neural network emulation and control of physics-based models	paper
80A94127	GPU accelerated pathfinding	paper
7F126281	Iso-charts: stretch-driven mesh parameterization using spectral analysis	paper
7FDCC780	Controlling individual agents in high-density crowd simulation	paper
78E2E865	MagicMouse: an inexpensive 6-degree-of-freedom mouse	paper
83E653FC	Out-of-core compression for gigantic polygon meshes	paper
845C1047	Practical animation of liquids	paper
79A2ABF3	Multi-weight enveloping: least-squares approximation techniques for skin animation	paper
7819D431	Stylizing motion with drawings	paper
7EB49DFE	Unsupervised learning for speech motion editing	paper
76BEAC98	A suggestive interface for 3D drawing	paper
77C55A28	A volumetric method for building complex models from range images	paper
7E126A7F	Real-time planning for parameterized human motion	paper
7F5A4315	A semi-Lagrangian contouring method for fluid simulation	paper
7E302A01	Evolving virtual creatures	paper
856F8BEE	Realistic modeling and rendering of plant ecosystems	paper
75743E64	Efficient generation of motion transitions using spacetime constraints	paper
813B86F4	SATIN: a toolkit for informal ink-based applications	paper
8533FE7B	Walking > walking-in-place > flying, in virtual environments	paper
7A988851	Efficient, fair interpolation using Catmull-Clark surfaces	paper
7660B4E1	The digital Michelangelo project: 3D scanning of large statues	paper
787673FF	Resolving ambiguities to create a natural computer-based sketching environment	paper
78C6CCDB	Efficient techniques for interactive texture placement	paper
79919E57	Smooth meshes for sketch-based freeform modeling	paper
7963D912	Group behavior from video: a data-driven approach to crowd simulation	paper
7EAD79B6	Physically based motion transformation	paper
7FDE3057	Using particles to sample and control implicit surfaces	paper
75F0BF67	Artificial fishes: physics, locomotion, perception, behavior	paper
7BB34AD8	Spacetime constraints revisited	paper
76084058	Adaptive deformations with fast tight bounds	paper
7D3E10A6	Estimating cloth simulation parameters from video	paper
77A48E06	Adapting simulated behaviors for new characters	paper
7AC3E5DC	Visual media retargeting	paper
78137420	Smooth surface reconstruction from noisy range data	paper
77E2FFCC	Assisted articulation of closed polygonal models	paper
7AFC7B55	Light field rendering	paper
7687C30C	Fast local and global similarity searches in large motion capture databases	paper
7E23FD1A	Graphical modeling and animation of brittle fracture	paper
7E7A2839	A remeshing approach to multiresolution modeling	paper
75E23461	Reconstruction and representation of 3D objects with radial basis functions	paper
8039DCD2	A decision network framework for the behavioral animation of virtual humans	paper
7E9DAACE	Pad: an alternative approach to the computer interface	paper
806E7F50	Interactive texture mapping	paper
7846E988	A hierarchical approach to interactive motion editing for human-like figures	paper
7D198E29	Modeling and editing flows using advected radial basis functions	paper
7C02E127	NC milling error assessment and tool path correction	paper
7E93AC52	Automatic shader level of detail	paper
76FE5ECC	On creating animated presentations	paper
7C2C4C13	Intelligent scissors for image composition	paper
80A2C0CA	Galerkin radiosity: a higher order solution method for global illumination	paper
7B6F3D67	Appearance-preserving simplification	paper
7CDD36A9	Toward a psychophysically-based light reflection model for image synthesis	paper
7EFC7DF1	Cognitive modeling: knowledge, reasoning and planning for intelligent characters	paper
7C146533	Controlled animation of video sprites	paper
7A90E56B	EigenSkin: real time large deformation character skinning in hardware	paper
775524A7	An evaluation of a cost metric for selecting transitions between motion segments	paper
7E28AF30	Rotated dispersed dither: a new technique for digital halftoning	paper
84E48FBC	Image-based material editing	paper
83D18622	The space of human body shapes: reconstruction and parameterization from range scans	paper
8174DA66	Statistical point geometry	paper
7CC2FCFF	Density contrast SPH interfaces	paper
773F61CC	Polygonization of non-manifold implicit surfaces	paper
7D411F8F	Geometric texture synthesis by example	paper
7ADCCAFC	Radioptimization: goal based rendering	paper
860A9CB0	A Lighting Reproduction Approach to Live-Action Compositing	paper
806CBA14	A clustering algorithm for radiosity in complex environments	paper
8100BAAC	Reproducing color images using custom inks	paper
7EF15972	Experiment-based modeling, simulation and validation of interactions between virtual walkers	paper
80042CF0	Real-time path planning for virtual agents in dynamic environments	paper
7B81B30D	Automatic splicing for hand and body animations	paper
7C546F36	A frequency-domain analysis of head-motion prediction	paper
7F641EC4	Retargetting motion to new characters	paper
77BA3CD0	Metropolis light transport	paper
7AA655E6	Fast simulation of deformable models in contact using dynamic deformation textures	paper
7A8F6ECE	A controllable, fast and stable basis for vortex based smoke simulation	paper
77E8FAF3	UN convention on the rights of the child	paper
8558494A	The office of the future: a unified approach to image-based modeling and spatially immersive displays	paper
03D193BA	edward h herskovits	author
06172B58	samuel rota bulo	author
061BE82A	mohamed bendou	author
063181E9	vladimir menkov	author
092379BE	boris epshtein	author
0B258AA9	teresa alsinet	author
0BD7456C	stephane donikian	author
0CDDF247	ralf sarlette	author
0D1A1BFE	george karypis	author
0DFFD556	gregory piatetskyshapiro	author
0E1D4F9B	jacques kouloumdjian	author
0E6B7D0E	francois llirbat	author
0FFC7898	michail g lagoudakis	author
10D26EBF	joao p costeira	author
1117EF19	manolis i a lourakis	author
11180524	benjamin d zarit	author
13E99422	pascal fua	author
14E51868	roy emek	author
184FB637	william r hersh	author
18FE34B5	tanya y bergerwolf	author
2972FEB7	jeffrey d ullman	author
2BEC1640	william t b uther	author
3FDB82EE	phil husbands	author
51CE3D72	sami romdhani	author
55621864	gholamreza haffari	author
574EEE5B	pascal poupart	author
6D48CF88	alexandre b tsybakov	author
6FE8CF9A	shumeet baluja	author
72A06844	vladimir jojic	author
73C97D12	paola sebastiani	author
7557C5F5	risto miikkulainen	author
75760443	marco cammisa	author
75D5DF47	marcaurelio ranzato	author
75EC0446	benjamin h sigelman	author
7603BF04	michael r fellows	author
761699AE	daniel merkle	author
762F079D	george harik	author
76C529C3	maryam mahdaviani	author
76DD227A	gerald l lohse	author
77E60F82	mehdi jazayeri	author
78128924	manoj aggarwal	author
7860F95A	gilles aubert	author
78D5710E	andrew nuxoll	author
792B076F	inna frenkel	author
792CD84D	arvind u raghunathan	author
79872C93	vojtěch franc	author
798A535F	philipp hafliger	author
799FA4AE	sujay sanghavi	author
79D91D81	karlton sequeira	author
7A053892	ingrid zukerman	author
7A37B2FF	peter burge	author
7A8A082A	moritz helmstaedter	author
7A9FE5B5	jill burstein	author
7AA42089	shigenobu kobayashi	author
7AC33BAD	mahdi shafiei	author
7AD3DF5E	tom slezak	author
7B7E5AB6	linda mciver	author
7B8475A6	paul ororke	author
7B9D5FCC	bogdan georgescu	author
7BF3C31C	scott mccarley	author
7C72EF28	uriel feige	author
7C74BA20	steve benford	author
7CA3DBBC	peter baumann	author
7CC8C268	victor lavrenko	author
7CD7113B	loulwah alsumait	author
7CF276A4	david eichmann	author
7D0CDA06	sudipto das	author
7D131679	tianli yu	author
7D16E332	grace ngai	author
7D1F6990	s surendra babu	author
7D229C62	carsten witt	author
